Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Base,-0.000270388097905583,-1.66533453693773E-16,-1.96639513094953,0,0,0,38.0370424922611,0.996251572071299,5.23572695976942E-17,0.00183162497118519,0.994324660656797,8.5713540873415E-16,1.43246631952246,0,0,0,0,0,0,package://Polar_Robot/meshes/Base.STL,1,1,0,1,0,0,0,0,0,0,package://Polar_Robot/meshes/Base.STL,,Base_0-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link_1,0.000531579148819683,1.0216652301942E-08,1.15021527463313,0,0,0,55.4053905279187,25.0151986713678,3.10114403599607E-07,-0.0268926087915857,24.8517442692666,-8.93435507097765E-07,0.308183677204965,0,0,0,0,0,0,package://Polar_Robot/meshes/Link_1.STL,0,1,0,1,0,0,0,0,0,0,package://Polar_Robot/meshes/Link_1.STL,,Link_1-1,Origin_J1,Axis_J1,J1,continuous,0,0,-2.0633,0,0,0,Base,0,0,1,,,,,,,,,,,,
Link_2,0.121196728745009,1.11022302462516E-16,0,0,0,0,2.23230091830128,0.0103685011478766,-2.74957760687209E-18,3.92947890310864E-19,0.00858058811342199,-4.6296680582396E-19,0.00959621311342197,0,0,0,0,0,0,package://Polar_Robot/meshes/Link_2.STL,1,0,0,1,0,0,0,0,0,0,package://Polar_Robot/meshes/Link_2.STL,,Link_2-1,Origin_J2,Axis_J2,J2,continuous,0,0,2.0633,0,0,0,Link_1,1,0,0,,,,,,,,,,,,
Link_3,0.199121856849533,5.55111512312578E-17,0.851367974982562,0,0,0,26.8687168146928,10.2875221281938,1.27745302534405E-18,-0.0227187464895494,10.2836069397478,-7.8936468260585E-17,0.0697509981348238,0,0,0,0,0,0,package://Polar_Robot/meshes/Link_3.STL,0,0,0.752941176470588,1,0,0,0,0,0,0,package://Polar_Robot/meshes/Link_3.STL,,Link_3-1,Origin_J3,Axis_J3,J3,prismatic,0,0,0,0,0,0,Link_2,0,0,1,0,0,0,0,,,,,,,,
End_Effector,0.173563625454221,-5.55111512312578E-17,-0.0250000000000004,0,0,0,1.0935840734641,0.00225787980080187,-4.29275075951513E-19,1.16942283792537E-18,0.00225562354894145,6.31805644457427E-20,0.00405784331913328,0,0,0,0,0,0,package://Polar_Robot/meshes/End_Effector.STL,1,0,1,1,0,0,0,0,0,0,package://Polar_Robot/meshes/End_Effector.STL,,End_Effector-1,Origin_F1,,F1,fixed,0,0,1.9749,0,0,0,Link_3,0,0,0,,,,,,,,,,,,
